;Tweet;Sentimen;ProcessedText;step01;tokens;tokens_perbaikan;Stop_removal;step02;step03_stemmed
178;2. Dampak Covid-19 terhadap Kerjasama Internasional Jawab:. Adanya kapasitas perawatan kesehatan yang cukup . Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro. kerja sama internasional maupun kemitraan lintas batas;1.0;dampak covid kerjasama internasional kapasitas awat sehat integrasi bijak bidang sehat ekonomi makro kerja internasional mitra lintas batas;dampak covid terhadap kerjasama internasional jawab adanya kapasitas perawatan kesehatan yang cukup harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro kerja sama internasional maupun kemitraan lintas batas;['dampak', 'covid', 'terhadap', 'kerjasama', 'internasional', 'jawab', 'adanya', 'kapasitas', 'perawatan', 'kesehatan', 'yang', 'cukup', 'harus', 'terintegrasi', 'antara', 'kebijakan', 'pada', 'bidang', 'kesehatan', 'dan', 'ekonomi', 'makro', 'kerja', 'sama', 'internasional', 'maupun', 'kemitraan', 'lintas', 'batas'];['dampak', 'covid', 'terhadap', 'kerjasama', 'internasional', 'jawab', 'adanya', 'kapasitas', 'perawatan', 'kesehatan', 'yang', 'cukup', 'harus', 'terintegrasi', 'antara', 'kebijakan', 'pada', 'bidang', 'kesehatan', 'dan', 'ekonomi', 'makro', 'kerja', 'sama', 'internasional', 'maupun', 'kemitraan', 'lintas', 'batas'];['dampak', 'covid', 'kerjasama', 'internasional', 'kapasitas', 'perawatan', 'kesehatan', 'terintegrasi', 'kebijakan', 'bidang', 'kesehatan', 'ekonomi', 'makro', 'kerja', 'internasional', 'kemitraan', 'lintas', 'batas'];dampak covid kerjasama internasional kapasitas perawatan kesehatan terintegrasi kebijakan bidang kesehatan ekonomi makro kerja internasional kemitraan lintas batas;dampak covid kerjasama internasional kapasitas awat sehat integrasi bijak bidang sehat ekonomi makro kerja internasional mitra lintas batas
179;"DPC Demokrat Maluku Tengah bagikan masker di Pasar Binaya Kota Masohi dan di depan Mini Market Hoky, Namaelo.""Ini lanjutan dari kegiatan sebelumnya, agar kader turun langsung ke masyarakat, ujar Ketua DPC Samuel Thiemailattu.";1.0;dpc demokrat malu bagi masker pasar baya kota masohi mini market hoky namaeloini lanjut giat kader turun langsung masyarakat ketua dpc samuel thiemailattu;dpc demokrat maluku tengah bagikan masker di pasar binaya kota masohi dan di depan mini market hoky namaeloini lanjutan dari kegiatan sebelumnya agar kader turun langsung ke masyarakat ujar ketua dpc samuel thiemailattu;['dpc', 'demokrat', 'maluku', 'tengah', 'bagikan', 'masker', 'di', 'pasar', 'binaya', 'kota', 'masohi', 'dan', 'di', 'depan', 'mini', 'market', 'hoky', 'namaeloini', 'lanjutan', 'dari', 'kegiatan', 'sebelumnya', 'agar', 'kader', 'turun', 'langsung', 'ke', 'masyarakat', 'ujar', 'ketua', 'dpc', 'samuel', 'thiemailattu'];['dpc', 'demokrat', 'maluku', 'tengah', 'bagikan', 'masker', 'di', 'pasar', 'binaya', 'kota', 'masohi', 'dan', 'di', 'depan', 'mini', 'market', 'hoky', 'namaeloini', 'lanjutan', 'dari', 'kegiatan', 'sebelumnya', 'agar', 'kader', 'turun', 'langsung', 'ke', 'masyarakat', 'ujar', 'ketua', 'dpc', 'samuel', 'thiemailattu'];['dpc', 'demokrat', 'maluku', 'bagikan', 'masker', 'pasar', 'binaya', 'kota', 'masohi', 'mini', 'market', 'hoky', 'namaeloini', 'lanjutan', 'kegiatan', 'kader', 'turun', 'langsung', 'masyarakat', 'ketua', 'dpc', 'samuel', 'thiemailattu'];dpc demokrat maluku bagikan masker pasar binaya kota masohi mini market hoky namaeloini lanjutan kegiatan kader turun langsung masyarakat ketua dpc samuel thiemailattu;dpc demokrat malu bagi masker pasar baya kota masohi mini market hoky namaeloini lanjut giat kader turun langsung masyarakat ketua dpc samuel thiemailattu
180;KITA PUTUS DULU YA untuk memutuskan mata rantai COVID-19 tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumah lindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID-19;1.0;putus iya putus mata rantai covid jaga jarak masker rumah lindung diri sekitar jangkit covid;kita putus dulu ya untuk memutuskan mata rantai covid tak cukup dgn jaga jarak saja gunakan masker jika keluar rumah lindungi dirimu karena mungkin saja seseorang disekitar kita terjangkit covid;['kita', 'putus', 'dulu', 'ya', 'untuk', 'memutuskan', 'mata', 'rantai', 'covid', 'tak', 'cukup', 'dgn', 'jaga', 'jarak', 'saja', 'gunakan', 'masker', 'jika', 'keluar', 'rumah', 'lindungi', 'dirimu', 'karena', 'mungkin', 'saja', 'seseorang', 'disekitar', 'kita', 'terjangkit', 'covid'];['kita', 'putus', 'dulu', 'iya', 'untuk', 'memutuskan', 'mata', 'rantai', 'covid', 'tak', 'cukup', 'dengan', 'jaga', 'jarak', 'saja', 'gunakan', 'masker', 'jika', 'keluar', 'rumah', 'lindungi', 'dirimu', 'karena', 'mungkin', 'saja', 'seseorang', 'disekitar', 'kita', 'terjangkit', 'covid'];['putus', 'iya', 'memutuskan', 'mata', 'rantai', 'covid', 'jaga', 'jarak', 'masker', 'rumah', 'lindungi', 'dirimu', 'disekitar', 'terjangkit', 'covid'];putus iya memutuskan mata rantai covid jaga jarak masker rumah lindungi dirimu disekitar terjangkit covid;putus iya putus mata rantai covid jaga jarak masker rumah lindung diri sekitar jangkit covid
181;Dengan diterapkannya PSBB (Pembatasan Sosial Berskala Besar) dibebarapa daerah, mari refleksikan pengorbanan-Nya dari rumah masing-masing. Dan kita semua berharap mukjizat segera turun menghalau COVID-19. Have a blessing;1.0;terap psbb batas sosial skala dibebarapa daerah mari refleksi korban rumah masingmasing harap mukjizat turun halau covid have a blessing;dengan diterapkannya psbb pembatasan sosial berskala besar dibebarapa daerah mari refleksikan pengorbanannya dari rumah masingmasing dan kita semua berharap mukjizat segera turun menghalau covid have a blessing;['dengan', 'diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'besar', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanannya', 'dari', 'rumah', 'masingmasing', 'dan', 'kita', 'semua', 'berharap', 'mukjizat', 'segera', 'turun', 'menghalau', 'covid', 'have', 'a', 'blessing'];['dengan', 'diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'besar', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanannya', 'dari', 'rumah', 'masingmasing', 'dan', 'kita', 'semua', 'berharap', 'mukjizat', 'segera', 'turun', 'menghalau', 'covid', 'have', 'a', 'blessing'];['diterapkannya', 'psbb', 'pembatasan', 'sosial', 'berskala', 'dibebarapa', 'daerah', 'mari', 'refleksikan', 'pengorbanannya', 'rumah', 'masingmasing', 'berharap', 'mukjizat', 'turun', 'menghalau', 'covid', 'have', 'a', 'blessing'];diterapkannya psbb pembatasan sosial berskala dibebarapa daerah mari refleksikan pengorbanannya rumah masingmasing berharap mukjizat turun menghalau covid have a blessing;terap psbb batas sosial skala dibebarapa daerah mari refleksi korban rumah masingmasing harap mukjizat turun halau covid have a blessing
182;gila serem bgt tante gue abis ngeoprasi org sesaran taunya doi positif covid;0.0;gila rem banget tante ngeoprasi orang sesar tau doi positif covid;gila serem bgt tante gue abis ngeoprasi org sesaran taunya doi positif covid;['gila', 'serem', 'bgt', 'tante', 'gue', 'abis', 'ngeoprasi', 'org', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];['gila', 'serem', 'banget', 'tante', 'saya', 'setelah', 'ngeoprasi', 'orang', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];['gila', 'serem', 'banget', 'tante', 'ngeoprasi', 'orang', 'sesaran', 'taunya', 'doi', 'positif', 'covid'];gila serem banget tante ngeoprasi orang sesaran taunya doi positif covid;gila rem banget tante ngeoprasi orang sesar tau doi positif covid
183;BERSAMA LAWAN COVID-19 polisi_palembang anom_setyadji andes9899 irwan_to.sik05;1.0;lawan covid polisipalembang anomsetyadji andes irwantosik;bersama lawan covid polisipalembang anomsetyadji andes irwantosik;['bersama', 'lawan', 'covid', 'polisipalembang', 'anomsetyadji', 'andes', 'irwantosik'];['bersama', 'lawan', 'covid', 'polisipalembang', 'anomsetyadji', 'andes', 'irwantosik'];['lawan', 'covid', 'polisipalembang', 'anomsetyadji', 'andes', 'irwantosik'];lawan covid polisipalembang anomsetyadji andes irwantosik;lawan covid polisipalembang anomsetyadji andes irwantosik
184;Stay safe demi mencergah penyebaran peluasan wabah covid 19 bareng smartfren ;0.0;stay safe mencergah sebar luas wabah covid bareng smartfren;stay safe demi mencergah penyebaran peluasan wabah covid bareng smartfren;['stay', 'safe', 'demi', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'bareng', 'smartfren'];['stay', 'safe', 'demi', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'bareng', 'smartfren'];['stay', 'safe', 'mencergah', 'penyebaran', 'peluasan', 'wabah', 'covid', 'bareng', 'smartfren'];stay safe mencergah penyebaran peluasan wabah covid bareng smartfren;stay safe mencergah sebar luas wabah covid bareng smartfren
185;Yuk, setelah covid berakhir. Tapi pengen bgt ke argopuro gas;0.0;ayo covid banget argopuro gas;yuk setelah covid berakhir tapi pengen bgt ke argopuro gas;['yuk', 'setelah', 'covid', 'berakhir', 'tapi', 'pengen', 'bgt', 'ke', 'argopuro', 'gas'];['ayo', 'setelah', 'covid', 'berakhir', 'tapi', 'ingin', 'banget', 'ke', 'argopuro', 'gas'];['ayo', 'covid', 'banget', 'argopuro', 'gas'];ayo covid banget argopuro gas;ayo covid banget argopuro gas
186;Kenapa harus banget ngikutin berita covid ? Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;1.0;banget ngikutin berita covid ruang isolasi enak banget astagfirullah moga virus lenyap bumi;kenapa harus banget ngikutin berita covid karna di ruang isolasi itu ga enak banget astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;['kenapa', 'harus', 'banget', 'ngikutin', 'berita', 'covid', 'karna', 'di', 'ruang', 'isolasi', 'itu', 'ga', 'enak', 'banget', 'astagfirullah', 'cukup', 'sekali', 'dan', 'semoga', 'virus', 'ini', 'segera', 'lenyap', 'dari', 'bumi'];['kenapa', 'harus', 'banget', 'ngikutin', 'berita', 'covid', 'karena', 'di', 'ruang', 'isolasi', 'itu', 'tidak', 'enak', 'banget', 'astagfirullah', 'cukup', 'sekali', 'dan', 'semoga', 'virus', 'ini', 'segera', 'lenyap', 'dari', 'bumi'];['banget', 'ngikutin', 'berita', 'covid', 'ruang', 'isolasi', 'enak', 'banget', 'astagfirullah', 'semoga', 'virus', 'lenyap', 'bumi'];banget ngikutin berita covid ruang isolasi enak banget astagfirullah semoga virus lenyap bumi;banget ngikutin berita covid ruang isolasi enak banget astagfirullah moga virus lenyap bumi
187;Punten ini rapid test covid kah mas nya?;0.0;permisi rapid test covid kah mas nya;punten ini rapid test covid kah mas nya;['punten', 'ini', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];['permisi', 'ini', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];['permisi', 'rapid', 'test', 'covid', 'kah', 'mas', 'nya'];permisi rapid test covid kah mas nya;permisi rapid test covid kah mas nya
188;Bali terkini (April 2020), efek global Covid-19.Simak selengkapnya pada video saya,Link youtube:;0.0;bal kini april efek global covidsimak lengkap video sayalink youtube;bali terkini april efek global covidsimak selengkapnya pada video sayalink youtube;['bali', 'terkini', 'april', 'efek', 'global', 'covidsimak', 'selengkapnya', 'pada', 'video', 'sayalink', 'youtube'];['bali', 'terkini', 'april', 'efek', 'global', 'covidsimak', 'selengkapnya', 'pada', 'video', 'sayalink', 'youtube'];['bali', 'terkini', 'april', 'efek', 'global', 'covidsimak', 'selengkapnya', 'video', 'sayalink', 'youtube'];bali terkini april efek global covidsimak selengkapnya video sayalink youtube;bal kini april efek global covidsimak lengkap video sayalink youtube
189;Satu hari dia (Covid-19),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan - Ustaz Fawwaz ;1.0;covidakan pulang asal smp sabar doa moga mudah ustaz fawwaz;satu hari dia covidakan pulang ke tempat asalnya tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan ustaz fawwaz;['satu', 'hari', 'dia', 'covidakan', 'pulang', 'ke', 'tempat', 'asalnya', 'tapi', 'smp', 'waktu', 'itu', 'kita', 'harus', 'terus', 'bersabar', 'dan', 'berdoa', 'moga', 'semuanya', 'dipermudahkan', 'ustaz', 'fawwaz'];['satu', 'hari', 'dia', 'covidakan', 'pulang', 'ke', 'tempat', 'asalnya', 'tapi', 'smp', 'waktu', 'itu', 'kita', 'harus', 'terus', 'bersabar', 'dan', 'berdoa', 'semoga', 'semuanya', 'dipermudahkan', 'ustaz', 'fawwaz'];['covidakan', 'pulang', 'asalnya', 'smp', 'bersabar', 'berdoa', 'semoga', 'dipermudahkan', 'ustaz', 'fawwaz'];covidakan pulang asalnya smp bersabar berdoa semoga dipermudahkan ustaz fawwaz;covidakan pulang asal smp sabar doa moga mudah ustaz fawwaz
190;Mau gimana lagi? Kalo sampe dia bilang masuk tuh covid. Minta bantuin siapa? Dia kan memusuhi seluruh dunia. Bener gak si?;-1.0;bilang masuk covid bantuin musuh dunia sih;mau gimana lagi kalo sampe dia bilang masuk tuh covid minta bantuin siapa dia kan memusuhi seluruh dunia bener gak si;['mau', 'gimana', 'lagi', 'kalo', 'sampe', 'dia', 'bilang', 'masuk', 'tuh', 'covid', 'minta', 'bantuin', 'siapa', 'dia', 'kan', 'memusuhi', 'seluruh', 'dunia', 'bener', 'gak', 'si'];['mau', 'bagaimana', 'lagi', 'kalau', 'sampai', 'dia', 'bilang', 'masuk', 'itu', 'covid', 'minta', 'bantuin', 'siapa', 'dia', 'kan', 'memusuhi', 'seluruh', 'dunia', 'benar', 'tidak', 'sih'];['bilang', 'masuk', 'covid', 'bantuin', 'memusuhi', 'dunia', 'sih'];bilang masuk covid bantuin memusuhi dunia sih;bilang masuk covid bantuin musuh dunia sih
191;Hahaha... Org2 yg tak waras.. Disaat2 sperti inicoba jgn gunakan politik... jgn grogoti dulu pemerintah... marilah kita sama2 tumbangkan covid 19 dulu... stelah 2024 nanti baru kita tumbangkan presiden.. Bukan begitu kan bang.... memangbetul2 ssh org yg ambisi kuasa..sabarlah...;-1.0;hahaha orang waras saat sperti inicoba politik grogoti perintah mari tumbang covid tumbang presiden bang memangbetul ssh orang ambisi kuasasabarlah;hahaha org yg tak waras disaat sperti inicoba jgn gunakan politik jgn grogoti dulu pemerintah marilah kita sama tumbangkan covid dulu stelah nanti baru kita tumbangkan presiden bukan begitu kan bang memangbetul ssh org yg ambisi kuasasabarlah;['hahaha', 'org', 'yg', 'tak', 'waras', 'disaat', 'sperti', 'inicoba', 'jgn', 'gunakan', 'politik', 'jgn', 'grogoti', 'dulu', 'pemerintah', 'marilah', 'kita', 'sama', 'tumbangkan', 'covid', 'dulu', 'stelah', 'nanti', 'baru', 'kita', 'tumbangkan', 'presiden', 'bukan', 'begitu', 'kan', 'bang', 'memangbetul', 'ssh', 'org', 'yg', 'ambisi', 'kuasasabarlah'];['hahaha', 'orang', 'yang', 'tak', 'waras', 'disaat', 'sperti', 'inicoba', 'jangan', 'gunakan', 'politik', 'jangan', 'grogoti', 'dulu', 'pemerintah', 'marilah', 'kita', 'sama', 'tumbangkan', 'covid', 'dulu', 'setelah', 'nanti', 'baru', 'kita', 'tumbangkan', 'presiden', 'bukan', 'begitu', 'kan', 'bang', 'memangbetul', 'ssh', 'orang', 'yang', 'ambisi', 'kuasasabarlah'];['hahaha', 'orang', 'waras', 'disaat', 'sperti', 'inicoba', 'politik', 'grogoti', 'pemerintah', 'marilah', 'tumbangkan', 'covid', 'tumbangkan', 'presiden', 'bang', 'memangbetul', 'ssh', 'orang', 'ambisi', 'kuasasabarlah'];hahaha orang waras disaat sperti inicoba politik grogoti pemerintah marilah tumbangkan covid tumbangkan presiden bang memangbetul ssh orang ambisi kuasasabarlah;hahaha orang waras saat sperti inicoba politik grogoti perintah mari tumbang covid tumbang presiden bang memangbetul ssh orang ambisi kuasasabarlah
192;KBRI Phnom Penh Peduli WNI dan Pencegahan COVID-19;1.0;kbri phnom penh peduli wni cegah covid;kbri phnom penh peduli wni dan pencegahan covid;['kbri', 'phnom', 'penh', 'peduli', 'wni', 'dan', 'pencegahan', 'covid'];['kbri', 'phnom', 'penh', 'peduli', 'wni', 'dan', 'pencegahan', 'covid'];['kbri', 'phnom', 'penh', 'peduli', 'wni', 'pencegahan', 'covid'];kbri phnom penh peduli wni pencegahan covid;kbri phnom penh peduli wni cegah covid
193;Virus Covid menyerang paru-paru, tapi Virus Cinta awak menyerang hati saya. Hehe;0.0;virus covid serang paruparu virus cinta serang hati hehe;virus covid menyerang paruparu tapi virus cinta awak menyerang hati saya hehe;['virus', 'covid', 'menyerang', 'paruparu', 'tapi', 'virus', 'cinta', 'awak', 'menyerang', 'hati', 'saya', 'hehe'];['virus', 'covid', 'menyerang', 'paruparu', 'tapi', 'virus', 'cinta', 'saya', 'menyerang', 'hati', 'saya', 'hehe'];['virus', 'covid', 'menyerang', 'paruparu', 'virus', 'cinta', 'menyerang', 'hati', 'hehe'];virus covid menyerang paruparu virus cinta menyerang hati hehe;virus covid serang paruparu virus cinta serang hati hehe
194;Hasil Rapid Test Covid 19, semua Ulama di Tasimalaya, Jabar Negatif Virus Corona.Alhamdulillah, semoga Allah senantiasa selalu menjaga semua Ulama, Kiyai, Ustadz, Ustadzah, Da'i, Pengurus Masjid di seluruh Indonesia. Aamiin...;1.0;hasil rapid test covid ulama tasimalaya jabar negatif virus coronaalhamdulillah moga allah senantiasa jaga ulama kiyai ustadz ustadzah dai urus masjid indonesia moga;hasil rapid test covid semua ulama di tasimalaya jabar negatif virus coronaalhamdulillah semoga allah senantiasa selalu menjaga semua ulama kiyai ustadz ustadzah dai pengurus masjid di seluruh indonesia aamiin;['hasil', 'rapid', 'test', 'covid', 'semua', 'ulama', 'di', 'tasimalaya', 'jabar', 'negatif', 'virus', 'coronaalhamdulillah', 'semoga', 'allah', 'senantiasa', 'selalu', 'menjaga', 'semua', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'dai', 'pengurus', 'masjid', 'di', 'seluruh', 'indonesia', 'aamiin'];['hasil', 'rapid', 'test', 'covid', 'semua', 'ulama', 'di', 'tasimalaya', 'jabar', 'negatif', 'virus', 'coronaalhamdulillah', 'semoga', 'allah', 'senantiasa', 'selalu', 'menjaga', 'semua', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'dai', 'pengurus', 'masjid', 'di', 'seluruh', 'indonesia', 'semoga'];['hasil', 'rapid', 'test', 'covid', 'ulama', 'tasimalaya', 'jabar', 'negatif', 'virus', 'coronaalhamdulillah', 'semoga', 'allah', 'senantiasa', 'menjaga', 'ulama', 'kiyai', 'ustadz', 'ustadzah', 'dai', 'pengurus', 'masjid', 'indonesia', 'semoga'];hasil rapid test covid ulama tasimalaya jabar negatif virus coronaalhamdulillah semoga allah senantiasa menjaga ulama kiyai ustadz ustadzah dai pengurus masjid indonesia semoga;hasil rapid test covid ulama tasimalaya jabar negatif virus coronaalhamdulillah moga allah senantiasa jaga ulama kiyai ustadz ustadzah dai urus masjid indonesia moga
195;HMS Itenas Bandung melalui Satgas Covid-19 Yayasan Wanadri bekerjasama dan bersatu melawan Covid-19 dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah Rumah Sakit di Jawa Barat.;1.0;hms itenas bandung satgas covid yayasan wanadri bekerjasama satu lawan covid upaya galang dana beli alat lengkap medis rumah sakit jawa barat;hms itenas bandung melalui satgas covid yayasan wanadri bekerjasama dan bersatu melawan covid dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah rumah sakit di jawa barat;['hms', 'itenas', 'bandung', 'melalui', 'satgas', 'covid', 'yayasan', 'wanadri', 'bekerjasama', 'dan', 'bersatu', 'melawan', 'covid', 'dengan', 'upaya', 'penggalangan', 'dana', 'yang', 'akan', 'digunakan', 'untuk', 'membeli', 'sejumlah', 'alat', 'perlengkapan', 'medis', 'di', 'sejumlah', 'rumah', 'sakit', 'di', 'jawa', 'barat'];['hms', 'itenas', 'bandung', 'melalui', 'satgas', 'covid', 'yayasan', 'wanadri', 'bekerjasama', 'dan', 'bersatu', 'melawan', 'covid', 'dengan', 'upaya', 'penggalangan', 'dana', 'yang', 'akan', 'digunakan', 'untuk', 'membeli', 'sejumlah', 'alat', 'perlengkapan', 'medis', 'di', 'sejumlah', 'rumah', 'sakit', 'di', 'jawa', 'barat'];['hms', 'itenas', 'bandung', 'satgas', 'covid', 'yayasan', 'wanadri', 'bekerjasama', 'bersatu', 'melawan', 'covid', 'upaya', 'penggalangan', 'dana', 'membeli', 'alat', 'perlengkapan', 'medis', 'rumah', 'sakit', 'jawa', 'barat'];hms itenas bandung satgas covid yayasan wanadri bekerjasama bersatu melawan covid upaya penggalangan dana membeli alat perlengkapan medis rumah sakit jawa barat;hms itenas bandung satgas covid yayasan wanadri bekerjasama satu lawan covid upaya galang dana beli alat lengkap medis rumah sakit jawa barat
